"X","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","Electrical","GrLivArea","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Functional","FireplaceQu","GarageType","GarageFinish","GarageArea","GarageQual","PavedDrive","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","Central_AC_Heater","Log_GrLivArea","Log_LotArea","Qual_x_Area","Garage_x_Qual","House_Age","SalePrice","Remodel_Age","Garage_Age","ReviewSentiment","TotalArea","OutdoorArea","AboveBath","BsmtBath","HasFireplace","Fireplaces_cap2","GarageCars_cap4","Kitchen2plus","Qual_x_TotalArea","Cond_x_TotalArea","House_Age_x_TotalArea"
3415,"60","RL",68.56732637,8710.845237,1,0,"IR1","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,"Gd","PConc","Gd","No","GLQ",695.1094727,"Unf",0,250.2611004,"GasA","Ex",1,"SBrkr",2120.151956,3,"Gd",8,"Typ","Fa","Attchd","RFn",465.2353892,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.659714596,9.0724389,14841.063692,14,16,1670992,8,16,"2",3663.739319442,132.366073442,2.5,1,1,2,2,0,25646.175236094,18318.69659721,10380.1551289865
3416,"20","RM",80.39430343,8505.267728,1,0,"Reg","Lvl","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,"TA","PConc","Gd","No","Unf",0.76425485,"Unf",3.135804555,1123.233214,"GasA","Ex",1,"SBrkr",1133.709502,2,"TA",5,"Typ","Gd","Attchd","RFn",440.7074686,"TA","Y","Fa","MnPrv","Shed",14.94045277,"WD","Normal",1,7.034131952,9.048558551,4534.838008,8,7,276733,6,7,"-2",2893.10519135,193.93119475,2,0,0,0,2,0,11572.4207654,14465.52595675,6016.04311934278
3417,"20","RL",75.0406459,11761.19485,1,0,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",205.0619305,"Gd","PConc","Gd","Mn","GLQ",16.76999816,"Unf",0,1529.666296,"GasA","Ex",1,"SBrkr",1539.741343,3,"Gd",7,"Typ","Gd","Attchd","RFn",797.3011465,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.340018971,9.372645841,10778.189401,21,2,1041983,1,2,"0",4061.867278074,184.777837574,2,0,0,0,3,0,28433.070946518,20309.33639037,4462.41730663098
3418,"21","RL",74.87897383,8010.204893,1,0,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","VinylSd","VinylSd","BrkFace",136.578107,"TA","CBlock","TA","No","Rec",573.2726156,"Unf",2.344193156,568.7295066,"GasA","Gd",1,"SBrkr",1140.367118,3,"TA",6,"Typ","Gd","Attchd","Unf",456.1097343,"TA","Y","Fa","GdWo","Shed",8.304722393,"WD","Normal",0,7.039982049,8.988596452,5701.83559,10,47,402114,47,47,"-2",2741.93567589,3.43138259,1,1,0,0,2,0,13709.67837945,16451.61405534,10614.5841603498
3419,"119","FV",36.7113739,3333.683417,1,1,"IR1","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",8,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",3.249480648,"Gd","PConc","Gd","No","GLQ",1038.73718,"Unf",0,203.0001079,"GasA","Ex",1,"SBrkr",1239.093865,1,"Gd",4,"Typ","Gd","Attchd","Fin",547.8342332,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.122942353,8.112133026,9912.75092,16,1,1389436,1,1,"3",3124.980242443,86.797008243,1.5,1,1,1,2,0,24999.841939544,15624.901212215,2166.0712443549
3420,"119","RL",42.95017121,3157.687473,1,0,"Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",17.71632656,"Gd","PConc","Gd","Av","GLQ",14.48524778,"Unf",0,1349.605961,"GasA","Ex",1,"SBrkr",1560.066655,2,"Gd",7,"Typ","TA","Attchd","Fin",429.726444,"TA","Y","Fa","MnPrv","Shed",14.16324601,"WD","Normal",1,7.35312462,8.057911864,10920.466585,14,3,1147827,3,4,"3",3521.26319082,161.90543382,2,0,1,1,2,0,24648.84233574,17606.3159541,4881.5073054528
3421,"20","RL",68.78965964,15370.0834,1,0,"IR1","Lvl","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,7,"Gable","CompShg","Plywood","Plywood","BrkFace",0.436581161,"TA","CBlock","TA","No","ALQ",608.2199104,"BLQ",293.6514015,721.5109632,"GasA","Ex",1,"SBrkr",1624.993725,4,"Gd",8,"Typ","Gd","Attchd","Unf",575.5772865,"TA","Y","Fa","MnPrv","Shed",451.8456928,"WD","Normal",1,7.393874431,9.640243322,11374.956075,14,41,1326830,42,41,"0",4078.015537222,255.703576722,2,0,1,1,2,0,28546.108760554,28546.108760554,15242.2747763622
3422,"21","RL",73.65619566,8457.749954,1,0,"Reg","Lvl","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",4.213171061,"TA","PConc","Gd","No","Unf",3.871411517,"Unf",0,1122.224551,"GasA","Gd",1,"SBrkr",1125.285756,2,"TA",5,"Typ","Gd","Attchd","Unf",429.1517465,"TA","Y","Fa","MnPrv","Shed",0.072550202,"New","Partial",1,7.026680556,9.042956682,5626.42878,10,2,606804,0,1,"0",2828.148935651,142.490631151,1.5,0,0,0,2,0,14140.744678255,14140.744678255,3107.03917488982
3423,"60","RL",47.09343729,10860.92133,1,0,"IR2","Lvl","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,"Gd","PConc","Gd","Gd","GLQ",348.6780508,"Unf",1.398635953,647.3100018,"GasA","Ex",1,"SBrkr",1876.196848,3,"Gd",7,"Typ","TA","Attchd","RFn",596.0850204,"TA","Y","Fa","MnPrv","Shed",3.823680727,"WD","Normal",1,7.537534905,9.293018496,13133.377936,14,8,415297,8,8,"-2",3777.477151769,324.538081469,2.5,0,1,1,2,0,26442.340062383,18887.385758845,8299.96563819287
3424,"120","RL",34.24633662,4659.55834,1,0,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","Stone",109.4000131,"Gd","PConc","Gd","Mn","GLQ",25.14356576,"Unf",0,1534.416516,"GasA","Ex",1,"SBrkr",1544.445799,2,"Gd",6,"Typ","Gd","Attchd","RFn",626.6581883,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",0,7.343067691,8.446890535,12355.566392,16,1,4843241,1,1,"2",3960.565700229,229.248114929,2,0,1,1,2,0,31684.525601832,19802.828501145,2745.25494853616
3425,"20","RL",59.66886096,6747.616987,1,0,"Reg","Lvl","Inside","Gtl","NAmes","PosN","Norm","1Fam","1Story",5,5,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",0.470352656,"TA","CBlock","TA","No","ALQ",111.3607503,"BLQ",440.1150261,315.8133282,"GasA","Gd",1,"SBrkr",863.2691489,2,"TA",5,"Typ","Gd","Detchd","Unf",293.765216,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",0,6.761884235,8.817092872,4316.3457445,5,45,372473,45,45,"0",2077.353580687,59.678300887,1,0,0,0,1,0,10386.767903435,10386.767903435,7953.4419141631
3426,"30","RM",56.07272959,3084.098276,1,0,"Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","MetalSd","MetalSd","BrkFace",0.266652352,"TA","BrkTil","TA","No","Unf",9.712328264,"Unf",0,964.6809042,"GasA","Gd",1,"SBrkr",960.0093229,2,"TA",5,"Typ","Gd","Detchd","Unf",179.1794578,"Fa","N","Fa","MnPrv","Shed",0,"WD","Normal",1,6.86798411,8.034338792,4800.0466145,5,87,586339,17,87,"2",2139.835755292,28.524129192,1,0,1,1,1,0,10699.17877646,12839.014531752,9580.76540410565
3427,"160","RM",21.23335628,1485.096016,1,0,"Reg","Lvl","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",4,7,"Gable","CompShg","CemntBd","CmentBd","BrkFace",0.876345902,"TA","CBlock","TA","No","GLQ",179.1385,"Unf",0,365.8214336,"GasA","Ex",1,"SBrkr",1093.279348,3,"TA",5,"Typ","Gd","Attchd","Unf",0.857394918,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,6.997851296,7.303907837,4373.117392,0,39,127184,40,0,"0",1865.875345697,224.732509479,1.5,0,0,0,0,0,7463.501382788,13061.127419879,6882.9892266794
3428,"120","RL",33.86944181,4690.009774,1,0,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","Stone",108.3169106,"Gd","PConc","Gd","Mn","GLQ",23.78710262,"Unf",0.731381099,1534.818781,"GasA","Ex",1,"SBrkr",1560.851301,2,"Gd",6,"Typ","Gd","Attchd","RFn",628.9239449,"TA","Y","Fa","MnPrv","Shed",0.327481877,"WD","Normal",1,7.353627128,8.453403142,12486.810408,16,1,1498722,1,2,"0",3981.634049341,230.629612441,2,0,1,1,2,0,31853.072394728,19908.170246705,2759.85841532219
3429,"60","RL",70.03271552,8192.183976,1,0,"IR1","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,"TA","PConc","Gd","No","Unf",0,"Unf",0,934.95813,"GasA","Ex",1,"SBrkr",1837.300877,3,"TA",7,"Typ","Gd","Attchd","RFn",689.2570981,"TA","Y","Fa","GdPrv","Shed",15.38806246,"WD","Normal",1,7.516596988,9.011057865,11023.805262,12,9,890027,8,9,"2",3774.228101464,313.258478664,2.5,0,0,0,2,0,22645.368608784,18871.14050732,8690.48136399023
3430,"45","RM",50.9323345,6205.107323,1,0,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",5,7,"Gable","CompShg","AsbShng","AsbShng","BrkFace",0,"Gd","BrkTil","TA","No","Unf",11.77326505,"Unf",0,881.4084807,"GasA","Ex",1,"SBrkr",886.0673519,2,"TA",5,"Typ","Gd","Detchd","Unf",243.1622192,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",0,6.787920912,8.733289138,4430.3367595,5,68,791074,57,68,"2",2151.18061131,137.40479461,1,0,0,0,1,0,10755.90305655,15058.26427917,9108.32781891118
3431,"20","RL",59.93612534,7564.068506,1,0,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,7,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0.418892664,"TA","CBlock","TA","No","ALQ",737.2753471,"Unf",0.256716712,158.9788108,"GasA","Gd",1,"SBrkr",891.896633,2,"TA",5,"Typ","Po","Detchd","Unf",395.8829915,"TA","Y","Fa","GdWo","Shed",0,"WD","Normal",1,6.794470822,8.931296682,3567.586532,8,49,276577,49,21,"0",2547.68691278,360.53605188,1,1,1,1,2,0,10190.74765112,17833.80838946,9966.60981342357
3432,"70","RL",74.83961319,11924.68572,1,0,"Reg","Bnk","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,7,"Gable","CompShg","MetalSd","MetalSd","BrkFace",0,"TA","CBlock","TA","No","Rec",265.1676984,"Unf",0,428.1522673,"GasA","Ex",1,"SBrkr",1557.723297,3,"Fa",7,"Typ","Gd","Attchd","Unf",234.0192724,"TA","Y","Fa","MnPrv","Shed",1.037391113,"WD","Normal",1,7.351622366,9.386449817,10904.063079,7,68,273391,59,68,"-2",2492.760200623,1.822461823,1.5,0,1,1,1,0,17449.321404361,17449.321404361,10554.612179859
3433,"20","RL",99.19357535,11883.91265,1,0,"Reg","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",0.391357068,"TA","PConc","Gd","No","Unf",0,"Unf",0,1416.376839,"GasA","Ex",1,"SBrkr",1444.444221,3,"TA",5,"Typ","Gd","Attchd","RFn",501.3722013,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.276171973,9.38302503,10111.109547,14,19,1412771,19,19,"-1",3903.597629939,544.430926639,2,0,0,0,2,0,27325.183409573,19517.988149695,11694.1334029771
3434,"30","RL",45.06882144,8312.515677,1,0,"Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,"Gable","CompShg","Stucco","Stucco","BrkFace",0,"TA","BrkTil","TA","No","BLQ",42.265151,"Unf",1.708369464,825.8621874,"GasA","TA",0,"FuseF",873.2519323,2,"TA",5,"Typ","Gd","Attchd","Unf",0.5823564,"TA","N","Fa","MnPrv","Shed",4.510975217,"WD","Normal",1,6.773368586,9.025637864,2619.7557969,0,94,307572,58,29,"0",1837.820702236,100.488423136,1,1,0,0,0,0,5513.462106708,5513.462106708,8369.2092268176
3435,"20","RL",64.96251124,8770.130319,1,0,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,"Gd","PConc","Gd","Av","GLQ",22.44302029,"Unf",0,1288.011162,"GasA","Ex",1,"SBrkr",1305.822416,3,"Gd",6,"Typ","Gd","Attchd","Fin",403.0488647,"TA","Y","Fa","MnPrv","Shed",0,"New","Partial",1,7.175353833,9.079220962,9140.756912,14,1,1276437,1,1,"3",3025.02328853,3.23410383,2,0,1,1,2,0,21175.16301971,15125.11644265,2096.78636357274
3436,"121","RL",53.02783558,3988.35137,1,0,"Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",0,"Gd","PConc","Gd","Av","GLQ",1153.345214,"Unf",1.46900687,368.4347508,"GasA","Ex",1,"SBrkr",1568.226223,1,"Ex",7,"Typ","Gd","Attchd","Fin",647.2616618,"TA","Y","Fa","MnPrv","Shed",6.577890347,"New","Partial",1,7.358337925,8.291383933,12545.809784,24,0,2919719,0,0,"2",4054.974371662,314.254322862,2,1,1,1,3,0,32439.794973296,20274.87185831,0
3437,"60","RL",91.80186628,10219.0536,1,0,"Reg","Lvl","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",389.6061549,"Gd","PConc","Gd","No","GLQ",740.6810242,"Unf",0,424.201072,"GasA","Ex",1,"SBrkr",2524.967906,4,"Gd",8,"Typ","TA","Attchd","RFn",844.48494,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.834379597,9.232107108,20199.743248,24,12,954759,12,12,"0",4920.643916068,388.080258068,2.5,1,1,1,3,0,39365.151328544,24603.21958034,12621.2024508156
3438,"60","RL",69.05510245,14976.18831,1,0,"IR2","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",0,"TA","PConc","Gd","No","Rec",139.6746487,"Unf",1.122144213,779.445584,"GasA","Gd",1,"SBrkr",1640.447871,3,"TA",7,"Typ","TA","Attchd","Fin",387.7895618,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.40333398,9.614283543,9842.687226,12,13,562693,12,12,"0",3199.197887927,255.475051127,2.5,0,1,1,2,0,19195.187327562,15995.989439635,8442.8666350234
3439,"60","RL",73.83468692,13795.49313,1,0,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",5,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0.715756206,"TA","PConc","Gd","No","GLQ",779.5114849,"Unf",3.326669644,132.7919611,"GasA","Gd",1,"SBrkr",1632.842451,3,"TA",6,"Typ","TA","Attchd","Fin",483.7833444,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.398689852,9.532169718,8164.212255,10,12,394221,12,13,"-1",3293.630133125,245.714678925,2.5,0,1,1,2,0,16468.150665625,16468.150665625,8447.99449367492
3440,"20","RL",69.11004705,10081.45122,1,0,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,"Gable","CompShg","HdBoard","Plywood","BrkFace",0,"TA","CBlock","Gd","Gd","ALQ",519.9958283,"Unf",0,456.6779455,"GasA","TA",1,"SBrkr",966.6585215,3,"TA",5,"Typ","Po","Attchd","Unf",298.4685044,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,6.874879258,9.218551689,4833.2926075,5,37,256131,37,37,"-2",2245.700028377,1.100420477,1.5,0,1,1,1,0,11228.500141885,13474.200170262,8168.92734212132
3441,"50","RM",51.99846948,6207.552896,1,0,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,8,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",0.022825303,"TA","BrkTil","TA","No","Rec",43.69943417,"Unf",0,626.4624152,"GasA","Ex",1,"SBrkr",1325.294526,4,"TA",7,"Typ","Gd","Detchd","Unf",282.6487942,"TA","Y","Fa","MnPrv","Shed",1.48708985,"WD","Normal",1,7.190144262,8.73368312,6626.47263,5,68,244931,55,69,"0",2284.299139155,1.141425655,1,1,0,0,1,0,11421.495695775,18274.39311324,9671.9658435421
3442,"60","RL",108.3558317,13344.03513,1,0,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","Stone",130.8291211,"Gd","PConc","Ex","Av","Unf",0,"Unf",1.978342232,1118.614812,"GasA","Ex",1,"SBrkr",2454.277872,4,"Gd",9,"Typ","Gd","BuiltIn","Fin",689.7990813,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.80599522,9.498899694,19634.222976,24,2,1477898,1,2,"2",4401.958773591,144.698740291,3.5,0,1,1,3,0,35215.670188728,22009.793867955,4836.04600287748
3443,"20","RL",88.86481553,12458.22024,1,0,"Reg","Lvl","Corner","Gtl","NoRidge","Norm","Norm","1Fam","1Story",8,5,"Gable","CompShg","ImStucc","ImStucc","BrkFace",0.466592701,"Gd","PConc","Gd","No","GLQ",1459.732347,"Unf",0,168.0680728,"GasA","Ex",1,"SBrkr",1618.640694,2,"Gd",5,"Typ","Fa","Attchd","RFn",756.2559889,"TA","Y","Fa","GdPrv","Shed",5.396486122,"WD","Normal",1,7.38995961,9.430216209,12949.125552,24,12,2157680,11,12,"0",4302.427026965,306.056373065,2,1,1,1,3,0,34419.41621572,21512.135134825,11035.507438339
3444,"60","RL",85.35888496,10656.67383,1,0,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","Stone",124.5251512,"Gd","PConc","Ex","No","GLQ",851.4683984,"Unf",0.709414742,293.4912849,"GasA","Ex",1,"SBrkr",2326.677254,4,"Ex",9,"Typ","Gd","BuiltIn","Fin",758.2878017,"TA","Y","Fa","MnPrv","Shed",6.825534324,"WD","Normal",0,7.752626163,9.274035459,18613.418032,24,4,1280247,4,4,"0",4609.204055278,367.627781578,2.5,1,1,1,3,0,36873.632442224,23046.02027639,7418.22775270941
3445,"50","RL",68.99471173,7031.630871,1,0,"IR1","Bnk","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,4,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",161.5446295,"TA","CBlock","TA","No","LwQ",183.5753436,"Unf",0,516.3233555,"GasA","TA",1,"SBrkr",1200.355962,3,"Gd",5,"Typ","TA","Detchd","Unf",350.4757816,"TA","Y","Fa","MnPrv","Shed",3.576544027,"WD","Normal",1,7.091206166,8.85831615,6001.77981,5,59,286733,59,59,"0",2497.334436122,249.251527722,1,1,1,1,1,0,12486.67218061,9989.337744488,10224.9476685861
3446,"60","RL",129.9540178,16771.51423,1,0,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1109.675688,"Gd","PConc","Ex","Mn","GLQ",1074.979948,"Unf",0,407.6315715,"GasA","Ex",1,"SBrkr",2649.025711,4,"Gd",10,"Typ","TA","Attchd","Fin",743.733989,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.882324621,9.727496768,21192.205688,24,7,3854792,6,7,"2",4933.993837559,62.571584559,2.5,1,1,1,3,0,39471.950700472,24669.969187795,10259.9517522125
3447,"60","RL",65.17741462,12506.5011,1,0,"IR1","Lvl","Inside","Gtl","CollgCr","PosN","Norm","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",67.62902907,"Gd","PConc","Gd","No","Unf",0,"Unf",0,787.6519902,"GasA","Ex",1,"SBrkr",1494.671429,3,"Gd",6,"Typ","TA","Attchd","RFn",475.8537126,"TA","Y","Fa","MnPrv","Shed",1.289333929,"WD","Normal",1,7.310330501,9.434083831,8968.028574,12,11,428671,11,11,"0",3249.173868231,504.486237831,2.5,0,1,1,2,0,19495.043209386,16245.869341155,8073.89375148461
3448,"60","FV",75.28689024,9262.468563,1,0,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",766.8786707,"Gd","PConc","Ex","No","Unf",1.178934663,"Unf",0,1056.174474,"GasA","Ex",1,"SBrkr",1997.589384,3,"Gd",9,"Typ","Gd","Attchd","RFn",649.0975035,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.600196903,9.133833832,15980.715072,16,5,573020,4,5,"-2",3893.557920785,187.445550285,2.5,0,1,1,2,0,31148.46336628,19467.789603925,6976.31927355442
3449,"60","RL",97.1157034,13599.52462,1,0,"IR1","Lvl","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",10,5,"Gable","CompShg","CemntBd","CmentBd","Stone",419.6133519,"Ex","PConc","Ex","Gd","GLQ",1348.116811,"Unf",1.799678276,388.8526689,"GasA","Ex",1,"SBrkr",2302.876514,3,"Ex",10,"Typ","Gd","BuiltIn","RFn",841.2462239,"TA","Y","Fa","MnPrv","Shed",3.59191547,"ConLI","Normal",1,7.742348424,9.517863646,23028.76514,30,1,3468763,1,1,"-1",5527.825768848,659.140457948,2.5,1,1,1,3,0,55278.25768848,27639.12884424,3831.5968463036
3450,"80","RL",77.72867167,11804.7572,1,0,"IR1","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl",5,5,"Gable","CompShg","Plywood","Plywood","Stone",95.46403872,"TA","CBlock","TA","Gd","ALQ",619.0413943,"Rec",1165.332299,0,"GasA","Ex",1,"SBrkr",1558.579899,3,"TA",6,"Min2","Fa","Attchd","Fin",531.8585228,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.352171768,9.37634259,7792.899495,10,44,1541309,44,44,"3",4716.360889581,848.218633781,2,0.5,1,1,2,0,23581.804447905,23581.804447905,17953.5940865878
3451,"51","RL",129.3423482,9446.270817,1,0,"IR1","HLS","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",5,7,"Gable","CompShg","MetalSd","MetalSd","BrkFace",0,"Gd","BrkTil","TA","No","Rec",419.9387886,"Unf",1.771706608,294.0383247,"GasA","Ex",1,"SBrkr",1308.521943,2,"TA",7,"Min2","TA","Detchd","Unf",251.2051385,"TA","Y","Fa","MnPrv","Shed",8.207691806,"WD","Normal",1,7.177417421,9.153481176,6542.609715,5,69,140268,59,69,"-2",2359.046765339,71.968182439,1.5,1,1,2,1,0,11795.233826695,16513.327357373,10022.3989583147
3452,"20","RL",55.90411235,18549.82502,1,0,"IR1","Lvl","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,"Hip","CompShg","Plywood","Plywood","BrkFace",382.373442,"Gd","CBlock","Gd","No","GLQ",1210.167527,"Rec",185.6070699,653.8982205,"GasA","TA",1,"SBrkr",2062.402871,3,"Gd",7,"Typ","Fa","Attchd","Fin",548.3305058,"TA","Y","Fa","MnPrv","Shed",5.804769162,"WD","Normal",1,7.632111778,9.828269543,14436.820097,14,29,3718720,30,30,"2",4857.400421255,200.571582455,2,1,1,2,2,0,34001.802948785,24287.002106275,16520.9775944572
3453,"120","RL",40.98634308,6411.916259,1,0,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",6,5,"Gable","CompShg","VinylSd","VinylSd","Stone",258.9633942,"Gd","PConc","Gd","Av","ALQ",766.8918386,"Unf",0,600.7084349,"GasA","Ex",1,"SBrkr",1361.3628,2,"Gd",6,"Typ","Gd","Attchd","RFn",456.9090842,"TA","Y","Fa","MnPrv","Shed",0,"WD","Normal",1,7.216975824,8.766069401,8168.1768,12,2,702807,1,0,"0",3401.952809263,221.365417063,2,1,1,1,2,0,20411.716855578,17009.764046315,3737.42716172533
3454,"20","RL",53.10898247,3733.356021,1,0,"Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","1Fam","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",15.54301229,"Gd","PConc","Gd","Av","Unf",0,"Unf",1.439469782,1264.073137,"GasA","Ex",1,"SBrkr",1258.757894,2,"Gd",6,"Typ","Gd","Attchd","Fin",392.5678468,"TA","Y","Fa","MnPrv","Shed",5.234031907,"New","Partial",1,7.138674834,8.225330665,8811.305258,14,0,2370534,0,0,"3",3028.17511543,117.59561463,2,0,1,1,2,0,21197.22580801,15140.87557715,0
3455,"21","RL",80.06045068,10744.42303,1,0,"Reg","Lvl","Inside","Gtl","NAmes","PosA","Norm","1Fam","1Story",6,6,"Gable","CompShg","HdBoard","HdBoard","BrkFace",103.9626741,"TA","CBlock","TA","No","Rec",911.2034491,"Unf",1.987069171,397.106465,"GasA","TA",1,"SBrkr",1774.224268,3,"TA",6,"Min2","TA","Attchd","RFn",420.1846404,"TA","Y","Fa","MnPrv","Shed",3.445538999,"WD","Normal",0,7.481682042,9.282235178,10645.345608,12,45,893883,14,45,"0",4106.249876242,597.960812842,2,1,1,2,2,0,24637.499257452,24637.499257452,15721.3582605083
3456,"60","RM",60.18358148,9739.685601,1,0,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",7,9,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,"TA","CBlock","TA","No","LwQ",349.4793878,"Rec",393.2848954,226.3989976,"GasA","Ex",1,"SBrkr",1946.333095,4,"Gd",8,"Typ","TA","Detchd","Fin",299.039356,"TA","Y","Fa","MnPrv","Shed",4.076452496,"WD","Normal",1,7.574216072,9.184066784,13624.331665,7,57,985013,2,57,"1",3719.517356507,501.494623107,1.5,0,1,2,1,0,26036.621495549,33475.656208563,15102.8882528349
